КОД КП ;КОД ЗКППТР ;ВИПУСК ЄТКД ;ВИПУСК ДКХП ;ПРОФЕСІЙНА НАЗВА РОБОТИ ;
8121 ;18773 ;;40 ;Сталевар мартенівської печі ;
8121 ;18779 ;;40 ;Сталевар установки електрошлакового переплаву ;
8121 ;18777 ;;40 ;Сталевар установки позапічного оброблення сталі ;
9322 ;18812 ;;66 ;Станційний робітник ;
1229.3;;;;Староста;
3143 ;24773 ;;68 ;Старший бортовий інженер авіаційного загону ;
3143 ;24776 ;- ;;Старший бортовий механік авіаційного загону ;
3143 ;24779 ;;68 ;Старший бортовий оператор авіаційного загону ;
5111 ;24782 ;;68 ;Старший бортовий провідник служби бортпровідників ;
3143 ;24785 ;;68 ;Старший бортовий радист авіаційного загону ;
3449;;;;Старший державний інспектор з енергетичного нагляду;
1229.1;;;;Старший державний інспектор України з нагляду (контролю) у сфері пожежної та техногенної безпеки;
2423 ;;;;Старший дізнавач з особливих доручень ;
2143.2 ;24857 ;- ;;Старший електромеханік-капітан ;
2143.2 ;24860 ;- ;;Старший електромеханік-командир ;
3152 ;24797 ;- ;;Старший інспектор з гідроспоруд ;
3152;24806;;62;Старший інспектор з експлуатації атомних станцій;
3152 ;24809 ;;62 ;Старший інспектор з експлуатації електростанцій та підприємств мереж ;
2424 ;;;;Старший інспектор з особливих доручень (пенітенціарна система) ;
2423 ;;;;Старший інспектор з особливих доручень ;
3152 ;24791 ;- ;;Старший інспектор льотно-виробничої служби центральної бази ;
5161 ;24794 ;- ;;Старший інспектор парашутної та десантно-пожежної служби центральної бази ;
2424 ;;;;Старший інспектор уповноваженого органу з питань пробації;
8162 ;18832 ;;62 ;Старший машиніст енергоблоків ;
8162 ;18826 ;;62 ;Старший машиніст котельного устаткування ;
8162 ;18828 ;;62 ;Старший машиніст котлотурбінного цеху ;
8162 ;18830 ;;62 ;Старший машиніст турбінного відділення ;
3115 ;24825 ;- ;;Старший механік підводного апарата ;
3141 ;24821 ;- ;;Старший механік-капітан ;
2145.2 ;24824 ;- ;;Старший механік-командир ;
4133 ;24831 ;;67 ;Старший оператор диспетчерської руху флоту ;
2424 ;;;;Старший оперуповноважений в особливо важливих справах (пенітенціарна система) ;
2423 ;;;;Старший оперуповноважений в особливо важливих справах ;
2423;;;;Старший оперуповноважений з особливих доручень (поліція);
2426;;;;Старший слідчий (поліція);
2426;;;;Старший слідчий в особливо важливих справах;
2426;;;;Старший слідчий в особливо важливих справах-криміналіст (поліція);
2426;;;;Старший слідчий-криміналіст (поліція);
4133 ;24788 ;- ;;Старший черговий агентства повітряних сполучень ;
3144 ;24848 ;- ;;Старший штурман авіаційного училища ;
3144 ;24851 ;- ;;Старший штурман авіаційної ескадрильї, об'єднаної з аеропортом ;
3144 ;24854 ;- ;;Старший штурман навчального авіаційного центру ;
3144 ;24852 ;- ;;Старший штурман об'єднаного авіаційного загону ;
5162;;;;Старшина (поліція);
3231 ;24872 ;;78 ;Статистик медичний ;
4122 ;24869 ;;1 ;Статистик ;
7241 ;18861 ;;41 ;Стендовик ;
4111 ;;;1 ;Стенографіст ;
7342 ;18863 ;59 ;;Стереотипер ;
